primary_type,description,arrest,domestic,beat,district,ward,community_area,year,latitude,longitude,hour,day_of_week,month,season,is_weekend,is_holiday,time_of_day,Is_STR,Is_OTH_STR,loc_desc_cat,pct_housing_crowded,pct_households_below_poverty,pct_age16_unemployed,pct_age25_nohighschool,pct_not_working_age,per_capita_income,hardship_index,population,pop_density,distance_to_police_station,distance_to_park,distance_to_school,distance_to_vacant_building,distance_to_library,crime_category
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1931,19.0,1.0,5.0,2019,41.934783457,-87.681587543,19,3,4,2,0,0,Night,False,True,Residential_Areas,0.3,7.5,5.2,4.5,26.2,57123,6.0,35114.0,17128.78,0.020948065139083,0.0017805417395828,0.00144428508311,0.0249642847194313,0.0119934633546437,violent_crime
MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,212,2.0,4.0,36.0,2023,41.825801238,-87.606155381,22,6,9,4,1,0,Night,False,True,Outdoor_And_Public_Spaces,1.3,39.7,28.7,18.4,40.4,19252,78.0,6799.0,11722.41,0.0179229171990874,0.0019235451089339,0.0085850516136744,0.0142543189395076,0.012785751474992,non-violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,False,1911,19.0,47.0,5.0,2023,41.954726275,-87.683630661,9,0,12,1,0,0,Morning,True,False,Commercial_Areas,0.3,7.5,5.2,4.5,26.2,57123,6.0,35114.0,17128.78,0.0264780665695231,0.0069296446992406,0.0008404157436375,0.0153625702647174,0.008308989934667,non-violent_crime
ROBBERY,ARMED - OTHER FIREARM,False,False,2411,24.0,49.0,2.0,2022,42.019492209,-87.685117283,4,5,8,3,1,0,Early Morning,True,False,Outdoor_And_Public_Spaces,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0240721707341359,0.007693442100382,0.0077005229067078,0.029474328971981,0.0152922020817125,violent_crime
ROBBERY,ARMED - HANDGUN,False,False,2522,25.0,26.0,19.0,2023,41.918650719,-87.754407414,22,0,10,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,10.8,18.7,14.6,37.3,37.3,15461,70.0,78116.0,19978.52,0.0111671443401421,0.0040771355895935,0.0042364447891856,0.001177473130938,0.0172396047058302,violent_crime
THEFT,OVER $500,False,False,1813,18.0,43.0,7.0,2018,41.91737111,-87.641215984,2,5,9,4,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,0.8,12.3,5.1,3.6,21.5,71551,2.0,70492.0,22307.59,0.0142900245747845,0.0011792525508086,0.0048484270031522,0.010035233780741,0.0142077794088374,non-violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,832,8.0,15.0,66.0,2018,41.77556914,-87.6868058,9,4,9,4,0,0,Morning,True,False,Residential_Areas,7.6,27.9,17.1,31.2,40.6,13231,80.0,55931.0,15844.48,0.022321274876741,0.0032230294869835,0.0060487040968857,0.0010423565141063,0.0177585910679754,non-violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,223,2.0,4.0,39.0,2024,41.807007819,-87.604321257,14,3,7,3,0,1,Noon,False,True,Residential_Areas,2.4,21.7,15.7,11.3,35.4,35911,26.0,19116.0,18380.77,0.0267485901030274,0.0031842455136666,0.0028751277088731,0.0104803224478214,0.0151596635972726,violent_crime
THEFT,OVER $500,False,False,2412,24.0,50.0,2.0,2023,41.998357363,-87.686244184,19,3,11,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0149860068727125,0.0022661884041485,0.003339354213111,0.0121605897094124,0.0078064778452716,non-violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,2023,20.0,48.0,77.0,2024,41.977016728,-87.656432228,0,4,6,3,0,0,Early Morning,False,True,Residential_Areas,4.1,18.2,9.2,9.7,23.8,33385,19.0,56296.0,32354.02,0.0271880164256463,0.0018740410315204,0.0019375087773292,0.0156745071489828,0.0070930312681192,non-violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,1432,14.0,32.0,22.0,2019,41.919872859,-87.686222027,7,0,11,4,0,0,Morning,True,False,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0112970033679435,0.0020597770143746,0.0027767723608569,0.0115036689320264,0.0095704921858759,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1012,10.0,24.0,29.0,2019,41.856002306,-87.727277197,12,1,4,2,0,0,Noon,False,True,Residential_Areas,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.018907549044567,0.0040938820420947,0.0033243796983192,0.0026101352957465,0.014163946867339,violent_crime
THEFT,OVER $500,False,False,1432,14.0,32.0,22.0,2021,41.923427996,-87.683547759,14,3,11,4,0,0,Noon,False,True,Outdoor_And_Public_Spaces,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0140970575226338,0.0017715598664398,0.0049207566147625,0.0157492245441564,0.0115396698436918,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1634,16.0,30.0,15.0,2023,41.94875387,-87.755844476,13,2,9,4,0,0,Noon,False,True,Residential_Areas,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0273555280004115,0.0077198893064192,0.0013087766761648,0.0192083883878897,0.0099870609980909,violent_crime
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,False,False,932,9.0,16.0,61.0,2021,41.795327054,-87.673122797,4,5,8,3,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0199013416260806,0.0047801546288675,0.0048599005917841,0.0001715135938767,0.0137938109137653,violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,732,7.0,6.0,68.0,2020,41.759381147,-87.643044566,1,0,9,4,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.0073404805442546,0.002536297499215,0.0052971907631276,0.0009205126475546,0.0112065497555555,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,True,True,1413,14.0,26.0,22.0,2020,41.917317112,-87.713929467,4,2,5,2,0,0,Early Morning,False,True,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0169070465095459,0.0043289460916435,0.0030144370926842,0.0017353374120952,0.0109323610314756,violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,912,9.0,12.0,59.0,2021,41.833021826,-87.677806676,13,2,3,2,0,0,Noon,False,True,Residential_Areas,7.2,18.7,13.4,32.9,35.6,16954,61.0,15923.0,11292.91,0.0317019673145035,0.0012280026861735,0.0037692082300958,0.0024673747097534,0.0051019100895886,non-violent_crime
THEFT,OVER $500,False,False,124,1.0,25.0,28.0,2019,41.874400423,-87.640067886,16,5,8,3,1,0,Evening,True,False,Outdoor_And_Public_Spaces,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0204026857929138,0.0062671541289259,0.0123129299837724,0.0122694088789896,0.0125154844236366,non-violent_crime
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1023,10.0,12.0,30.0,2018,41.85372763,-87.697390745,1,2,10,4,0,0,Early Morning,True,False,Residential_Areas,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.0113820061845884,0.0030026519025136,0.001520733717867,0.0045159116032087,0.0086969092632929,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,2011,20.0,40.0,2.0,2021,41.983373861,-87.695524775,11,5,9,4,1,0,Morning,False,True,Commercial_Areas,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0046700622095845,0.006749408911318,0.0051907262079138,0.0029768683880547,0.0008548252547706,violent_crime
THEFT,$500 AND UNDER,False,False,233,2.0,5.0,41.0,2023,41.79896154,-87.601291462,13,0,12,1,0,0,Noon,False,True,Residential_Areas,1.5,18.4,8.4,4.3,26.2,39056,14.0,29456.0,18295.65,0.0294071043893456,0.0021749322056619,0.0014969620115573,0.0182882217282331,0.0137096756449516,non-violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,323,3.0,6.0,69.0,2023,41.758328934,-87.619503676,0,0,6,3,0,0,Early Morning,True,False,Outdoor_And_Public_Spaces,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0159644656926518,0.0068229352609591,0.0056978712723138,0.0027651333277096,0.0086123792218716,violent_crime
NARCOTICS,POSSESS - HEROIN (WHITE),True,False,1121,11.0,27.0,23.0,2022,41.895476966,-87.71466578,10,2,8,3,0,0,Morning,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0237403895643527,0.0016363328495027,0.004743548780364,0.0004739565918745,0.0083155190850413,non-violent_crime
THEFT,OVER $500,False,False,1431,14.0,1.0,22.0,2022,41.918107646,-87.694925837,10,3,7,3,0,0,Morning,True,False,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0039185013500751,0.0041100070772928,0.0003953128168287,0.0036123999379236,0.0109289855951054,non-violent_crime
THEFT,OVER $500,False,False,412,4.0,8.0,45.0,2022,41.736996935,-87.579880164,1,6,7,3,1,0,Early Morning,True,False,Transportation_And_Vehicles,1.4,17.2,21.1,10.6,39.3,24454,41.0,9458.0,7566.4,0.0312675620478509,0.0044414011572616,0.0023997723577264,0.0008264703108338,0.0112162800300894,non-violent_crime
THEFT,OVER $500,False,False,112,1.0,42.0,32.0,2022,41.882774244,-87.629427024,17,6,10,4,1,0,Evening,True,False,Commercial_Areas,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0244893681875371,0.0093068471587499,0.0085209272434705,0.0038282718905949,0.0061323273282395,non-violent_crime
THEFT,FROM BUILDING,False,False,1823,18.0,27.0,8.0,2020,41.898516209,-87.637246929,2,0,2,1,0,0,Early Morning,True,False,Commercial_Areas,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0077203234387583,0.0022607283750026,0.0040687525166123,0.0157087223809201,0.005452801773865,non-violent_crime
MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,False,False,414,4.0,8.0,43.0,2023,41.752785584,-87.583338372,10,6,6,3,1,0,Morning,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0262369877892933,0.0060426122505954,0.0050532990720615,0.0004877948416333,0.0069265790346982,non-violent_crime
BATTERY,SIMPLE,False,False,1221,12.0,36.0,24.0,2023,41.895897635,-87.677715036,1,1,10,4,0,0,Early Morning,False,True,Commercial_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0320135471165277,0.0023781670990629,0.0052998744374981,0.0166414135400646,0.0094221168957023,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1512,15.0,29.0,25.0,2019,41.883067861,-87.771885574,8,1,4,2,0,0,Morning,False,True,Residential_Areas,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0047424588428975,0.0046682001330931,0.0058648205816746,0.000193878577139,0.0086058705732053,violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,414,4.0,8.0,46.0,2022,41.749266236,-87.571069894,21,4,9,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,4.7,29.8,19.7,26.6,41.1,16579,75.0,27300.0,8173.65,0.0386934965186184,0.0063378794347754,0.0039042674069671,0.0036788658525417,0.0150986455511765,non-violent_crime
THEFT,OVER $500,False,False,1931,19.0,32.0,7.0,2022,41.929028876,-87.674384528,1,1,1,1,0,0,Early Morning,False,True,Transportation_And_Vehicles,0.8,12.3,5.1,3.6,21.5,71551,2.0,70492.0,22307.59,0.0243908671047593,0.0044758320230424,0.004834747327694,0.0247453080743976,0.0119195651048469,non-violent_crime
ASSAULT,SIMPLE,False,True,1135,11.0,28.0,28.0,2023,41.872059673,-87.687141447,10,0,7,3,0,0,Morning,True,False,Residential_Areas,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0184097566423712,0.0022950094732564,0.0016269154397201,0.0063816804799442,0.0119990728666162,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1723,17.0,35.0,14.0,2019,41.96542408,-87.718162896,21,6,6,3,1,0,Night,False,True,Residential_Areas,11.3,19.2,10.0,32.9,32.0,21323,53.0,48396.0,25206.25,0.0099715437723795,0.002783914198271,0.0033805913909515,0.0022531575580505,0.0111273956131774,violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,613,6.0,21.0,71.0,2022,41.742629619,-87.649881948,11,3,2,1,0,0,Morning,True,False,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0110609262619521,0.0025284014261118,0.0037924936645299,0.0010699007915585,0.0128571092077031,non-violent_crime
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,2433,24.0,40.0,77.0,2022,41.994706235,-87.674906714,0,3,4,2,0,0,Early Morning,False,True,Residential_Areas,4.1,18.2,9.2,9.7,23.8,33385,19.0,56296.0,32354.02,0.006197538923296,0.0007730183731538,0.0063855074176834,0.0126518643228233,0.0122210382098355,non-violent_crime
THEFT,RETAIL THEFT,False,False,1913,19.0,46.0,3.0,2021,41.963070794,-87.655984213,8,4,2,1,0,0,Morning,False,True,Commercial_Areas,3.8,24.0,8.9,11.8,22.2,35787,20.0,57182.0,24647.41,0.0162960080357357,0.0035487933047214,0.0012771140231205,0.0247127256943708,0.0050554286255705,non-violent_crime
THEFT,$500 AND UNDER,False,False,2024,20.0,48.0,3.0,2022,41.969588707,-87.646358057,14,2,9,4,0,0,Noon,True,False,Transportation_And_Vehicles,3.8,24.0,8.9,11.8,22.2,35787,20.0,57182.0,24647.41,0.022778973627854,0.0005431624633723,0.0073559494687109,0.0279425453401027,0.0137534419855332,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1633,16.0,30.0,15.0,2024,41.952339842,-87.763388841,17,0,6,3,0,0,Evening,True,False,Outdoor_And_Public_Spaces,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0219289891174623,0.0014602519043662,0.0052475043783178,0.0227837136430677,0.0152548259942573,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,True,313,3.0,20.0,42.0,2019,41.782951712,-87.604362828,7,3,1,1,0,0,Morning,False,True,Unknown,2.9,30.7,23.4,16.5,36.1,18672,58.0,24425.0,11799.52,0.0165787777956207,0.0008777212554236,0.0017664862532436,0.0067227497130716,0.003839064433845,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,823,8.0,16.0,66.0,2019,41.783284195,-87.703257166,5,4,11,4,0,0,Early Morning,False,True,Commercial_Areas,7.6,27.9,17.1,31.2,40.6,13231,80.0,55931.0,15844.48,0.0070639097563442,0.011244058705126,0.0064557579985936,0.0013884844210191,0.0013120921536975,violent_crime
ASSAULT,SIMPLE,False,False,623,6.0,6.0,69.0,2024,41.752922963,-87.616027019,16,5,7,3,1,0,Evening,True,False,Outdoor_And_Public_Spaces,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0169742511347253,0.011221322601196,0.0022278217398729,0.0024317686042577,0.0021876247167188,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1022,10.0,24.0,29.0,2020,41.863588895,-87.703075093,8,5,12,1,1,0,Morning,False,True,Residential_Areas,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0087082198760072,0.0019518154195604,0.0012114512236644,0.001313436421155,0.0071471669633972,non-violent_crime
ROBBERY,STRONG ARM - NO WEAPON,False,False,814,8.0,22.0,56.0,2020,41.80708701,-87.749258149,15,2,3,2,0,0,Noon,False,True,Outdoor_And_Public_Spaces,2.6,8.8,11.3,19.3,38.1,26353,32.0,35439.0,8378.01,0.0492067241278248,0.0035743176202291,0.0036643770889448,0.0034493628412697,0.0235459655838925,violent_crime
THEFT,OVER $500,False,False,1731,17.0,30.0,15.0,2023,41.947955812,-87.74566919,18,1,7,3,0,0,Evening,False,True,Outdoor_And_Public_Spaces,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0252128627838842,0.0069758682841587,0.010162343407954,0.0100834166508359,0.0128143342404197,non-violent_crime
THEFT,$500 AND UNDER,False,False,1513,15.0,29.0,25.0,2021,41.880237269,-87.765487839,19,1,6,3,0,0,Night,True,False,Transportation_And_Vehicles,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.002716408996285,0.0027942144227961,0.0022172397732274,0.0034596720160252,0.0089420357475082,non-violent_crime
THEFT,OVER $500,False,False,2531,25.0,29.0,25.0,2021,41.902858242,-87.770536741,3,6,10,4,1,0,Early Morning,False,True,Residential_Areas,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0165138410629411,0.0082809796791246,0.0051653092733229,0.0027333123571591,0.0067673047537061,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,825,8.0,16.0,66.0,2023,41.781896491,-87.691032029,3,5,7,3,1,0,Early Morning,False,True,Residential_Areas,7.6,27.9,17.1,31.2,40.6,13231,80.0,55931.0,15844.48,0.0180675621647324,0.0086165247251224,0.0014666959162687,0.0005651979335761,0.0120826770186235,violent_crime
OTHER OFFENSE,OTHER VEHICLE OFFENSE,False,False,631,6.0,6.0,44.0,2020,41.747011528,-87.61117508,17,6,3,2,1,0,Evening,False,True,Residential_Areas,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0201634902091747,0.0073591314277858,0.0035486895331585,0.0038782336314115,0.0055054911567911,non-violent_crime
THEFT,$500 AND UNDER,False,False,1822,18.0,27.0,8.0,2020,41.903630157,-87.648439447,17,4,8,3,0,0,Evening,True,False,Outdoor_And_Public_Spaces,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0051021201672703,0.0025373515167917,0.0039071682306,0.0063574045850312,0.0118355218161714,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,421,4.0,7.0,43.0,2021,41.75672972,-87.562691263,11,5,6,3,1,0,Morning,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0441359631659755,0.0070150591649188,0.0059949463733817,0.0033771343564091,0.0059314152474989,violent_crime
ROBBERY,ATTEMPT: ARMED-HANDGUN,False,False,925,9.0,11.0,61.0,2019,41.814173866,-87.640809462,4,0,8,3,0,0,Early Morning,True,False,Outdoor_And_Public_Spaces,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0160588297189329,0.0041158653025567,0.0027180992714246,0.0011639620721324,0.0027933245286971,violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,2412,24.0,50.0,2.0,2024,42.001654117,-87.70219268,20,1,2,1,0,1,Night,False,True,Residential_Areas,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0240000402702451,0.0039594045225899,0.0039930280112776,0.0106095490300513,0.012453047773719,non-violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,621,6.0,6.0,71.0,2023,41.749778227,-87.64157532,13,1,8,3,0,0,Noon,False,True,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0035502950823601,0.0057377650294773,0.0062920496226625,0.0010894374340049,0.0146019082656972,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1031,10.0,22.0,30.0,2019,41.836383181,-87.719455278,16,3,12,1,0,0,Evening,False,True,Outdoor_And_Public_Spaces,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.023124946329645,0.0092549118371296,0.0010328186067243,0.0062671969540559,0.0077072110287997,non-violent_crime
ROBBERY,STRONGARM - NO WEAPON,False,False,1014,10.0,24.0,29.0,2018,41.860330052,-87.716462056,20,6,8,3,1,0,Night,False,True,Outdoor_And_Public_Spaces,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0088644109799638,0.0032180037088377,0.0016386649118875,0.0023909326530208,0.0074964546291504,violent_crime
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,True,False,131,1.0,3.0,33.0,2023,41.858594819,-87.627214427,22,4,8,3,0,0,Night,True,False,Public_Buildings_And_Infrastructure,1.3,13.8,4.9,7.4,21.8,59077,7.0,28795.0,16176.97,0.0002635845338555,0.0005622888698954,0.0061781970616631,0.0208386526883334,0.0065205911341941,non-violent_crime
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,False,True,2424,24.0,49.0,1.0,2020,42.014375958,-87.676716723,19,1,8,3,0,0,Night,True,False,Residential_Areas,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0155757133692184,0.001263798304501,0.0029269569344019,0.0297766637992358,0.0082871411621281,non-violent_crime
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,True,True,1431,14.0,1.0,22.0,2019,41.921098715,-87.694407322,2,4,4,2,0,0,Early Morning,False,True,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0030445014826722,0.004075222522309,0.0022704224610277,0.0064091634703241,0.0098576726826408,violent_crime
OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,True,False,822,8.0,14.0,63.0,2021,41.791169163,-87.708394447,17,5,4,2,1,0,Evening,False,True,Outdoor_And_Public_Spaces,15.8,23.4,18.2,51.5,38.8,12171,93.0,39540.0,17972.73,0.0121910121477171,0.0028296745516857,0.0028834011814485,0.0029887927592761,0.0104768221429599,non-violent_crime
NARCOTICS,POSSESS - HEROIN (WHITE),True,False,1121,11.0,27.0,23.0,2023,41.896319152,-87.715120453,18,3,9,4,0,0,Evening,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0246930463892767,0.0020699623705157,0.0048418517179501,0.0001970556219242,0.008880230667078,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,715,7.0,15.0,67.0,2021,41.792178798,-87.6673208,17,6,8,3,1,0,Evening,True,False,Residential_Areas,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.014100610213995,0.0047923510285639,0.0048615059541966,0.0002552608713854,0.0125623580376264,violent_crime
THEFT,OVER $500,False,False,821,8.0,14.0,57.0,2023,41.814496219,-87.723835232,11,0,10,4,0,0,Morning,False,True,Other_Unclassified,8.5,14.1,16.5,35.9,39.2,16134,67.0,14196.0,7062.69,0.0385361430062241,0.0038735982963807,0.0091896262399594,0.0071963258997717,0.0136473440231507,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,911,9.0,12.0,58.0,2020,41.823447249,-87.707860536,2,6,2,1,1,0,Early Morning,False,True,Residential_Areas,14.4,23.6,13.9,45.1,39.3,13089,84.0,45053.0,16563.6,0.0332413707789116,0.0112682107372038,0.0038687589320906,0.0003707696006604,0.0097446498162388,violent_crime
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,False,False,1624,16.0,38.0,15.0,2018,41.956905194,-87.76097682,8,2,9,4,0,0,Morning,False,True,Outdoor_And_Public_Spaces,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0179504961690208,0.0023496309516252,0.0001136957384236,0.0264551274090849,0.0106325044949908,non-violent_crime
ASSAULT,SIMPLE,False,True,223,2.0,4.0,38.0,2018,41.803723648,-87.610080131,18,3,10,4,0,0,Evening,False,True,Residential_Areas,3.3,29.3,24.3,15.9,39.5,23472,57.0,24589.0,14131.61,0.0205691585910983,0.0020088018896579,0.0024935217283974,0.0098404875804095,0.0130779652135745,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,321,3.0,5.0,42.0,2022,41.775160594,-87.588096627,18,5,2,1,1,0,Evening,False,True,Residential_Areas,2.9,30.7,23.4,16.5,36.1,18672,58.0,24425.0,11799.52,0.0196919719263378,0.0025837361858888,0.0065022132238285,0.0005060725596003,0.0178071720167815,violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,621,6.0,17.0,69.0,2020,41.755575866,-87.636854877,19,0,11,4,0,0,Night,False,True,Residential_Areas,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0081365387305441,0.0029346589231612,0.0045117519329543,0.0035050574654776,0.0173000828613865,non-violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,734,7.0,6.0,67.0,2022,41.765027673,-87.655743716,16,5,7,3,1,0,Evening,True,False,Residential_Areas,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0154831039326763,0.0078075212128382,0.0024699396324346,0.0006044092339539,0.0078651665123981,violent_crime
